claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0004627,2,BI-046324,B6,Zeta,0.048,0.377,5,4,2273545.0
BI-C-0004628,1,BI-046332,G2,Zeta,0.467,0.589,5,2,917442.0
BI-C-0004629,2,BI-046332,G2,Zeta,0.467,0.589,5,2,797314.0
BI-C-0004630,1,BI-046348,B3,Epsilon,0.246,0.179,5,1,763192.0
BI-C-0004631,1,BI-046374,G1,Epsilon,0.594,0.27,2,1,195618.0
BI-C-0004632,1,BI-046383,G1,Zeta,0.457,0.215,4,2,932001.0
BI-C-0004633,1,BI-046466,B4,Epsilon,0.396,0.533,2,4,1854372.0
BI-C-0004634,1,BI-046475,G6,Helionis Cluster,0.965,0.228,1,1,8640992.0
BI-C-0004635,1,BI-046557,A9,Zeta,0.017,0.189,4,1,32288414.0
BI-C-0004636,1,BI-046558,B2,Epsilon,0.582,0.752,3,4,497736.0
BI-C-0004637,1,BI-046562,G1,Epsilon,0.375,0.337,4,1,5713465.0
BI-C-0004638,1,BI-046609,B5,Epsilon,0.164,0.687,1,3,766754.0
BI-C-0004639,1,BI-046631,B6,Zeta,0.976,0.813,5,1,3603850.0
BI-C-0004640,2,BI-046631,B6,Zeta,0.976,0.813,5,1,590731.0
BI-C-0004641,1,BI-046632,G7,Epsilon,0.402,0.473,3,2,7473169.0
BI-C-0004642,2,BI-046632,G7,Epsilon,0.402,0.473,3,2,1783292.0
BI-C-0004643,1,BI-046638,G4,Helionis Cluster,0.558,0.146,2,4,4741816.0
BI-C-0004644,1,BI-046647,G4,Epsilon,0.634,0.101,4,3,362371.0
BI-C-0004645,1,BI-046649,B8,Zeta,0.329,0.447,4,5,6632568.0
BI-C-0004646,2,BI-046649,B8,Zeta,0.329,0.447,4,5,1574032.0
BI-C-0004647,3,BI-046649,B8,Zeta,0.329,0.447,4,5,4351489.0
BI-C-0004648,4,BI-046649,B8,Zeta,0.329,0.447,4,5,1993916.0
BI-C-0004649,1,BI-046659,G9,Zeta,0.762,0.513,4,2,1247941.0
BI-C-0004650,1,BI-046660,B4,Zeta,0.008,0.354,5,3,3917717.0
BI-C-0004651,1,BI-046736,A3,Helionis Cluster,0.717,0.565,5,5,20241734.0
BI-C-0004652,1,BI-046737,B6,Zeta,0.147,0.474,1,1,5097656.0
BI-C-0004653,2,BI-046737,B6,Zeta,0.147,0.474,1,1,3666531.0
BI-C-0004654,1,BI-046757,B4,Helionis Cluster,0.089,0.231,4,3,663086.0
BI-C-0004655,1,BI-046761,A7,Helionis Cluster,0.958,0.465,2,5,590679.0
BI-C-0004656,2,BI-046761,A7,Helionis Cluster,0.958,0.465,2,5,17053310.0
BI-C-0004657,3,BI-046761,A7,Helionis Cluster,0.958,0.465,2,5,23146335.0
BI-C-0004658,1,BI-046769,A2,Helionis Cluster,0.449,0.377,3,5,278232.0
BI-C-0004659,1,BI-046774,B6,Helionis Cluster,0.9,0.33,2,5,16237047.0
BI-C-0004660,2,BI-046774,B6,Helionis Cluster,0.9,0.33,2,5,820986.0
BI-C-0004661,3,BI-046774,B6,Helionis Cluster,0.9,0.33,2,5,835298.0
BI-C-0004662,4,BI-046774,B6,Helionis Cluster,0.9,0.33,2,5,2235696.0
BI-C-0004663,1,BI-046781,A5,Zeta,0.432,0.428,4,4,779077.0
BI-C-0004664,2,BI-046781,A5,Zeta,0.432,0.428,4,4,5688919.0
BI-C-0004665,1,BI-046810,G2,Epsilon,0.492,0.276,1,3,1183867.0
BI-C-0004666,1,BI-046819,B7,Zeta,0.391,0.548,2,1,9121792.0
BI-C-0004667,2,BI-046819,B7,Zeta,0.391,0.548,2,1,2606073.0
BI-C-0004668,1,BI-046842,B7,Helionis Cluster,0.342,0.679,3,3,3921586.0
BI-C-0004669,1,BI-046855,A2,Zeta,0.093,0.792,4,1,2887818.0
BI-C-0004670,1,BI-046878,A1,Zeta,0.078,0.092,5,1,432751.0
BI-C-0004671,1,BI-046913,A6,Epsilon,0.115,0.835,5,5,309401.0
BI-C-0004672,1,BI-046917,B7,Helionis Cluster,0.734,0.527,4,5,267437.0
BI-C-0004673,1,BI-046923,A5,Helionis Cluster,0.271,0.275,3,4,417613.0
BI-C-0004674,1,BI-046924,A4,Zeta,0.692,0.28,3,3,3659255.0
BI-C-0004675,2,BI-046924,A4,Zeta,0.692,0.28,3,3,358183.0
BI-C-0004676,1,BI-046973,A6,Zeta,0.738,0.431,4,5,276770.0
BI-C-0004677,1,BI-046974,G1,Zeta,0.86,0.472,5,5,143100.0
BI-C-0004678,2,BI-046974,G1,Zeta,0.86,0.472,5,5,534583.0
BI-C-0004679,1,BI-046988,A1,Helionis Cluster,0.436,0.621,5,5,4234961.0
BI-C-0004680,1,BI-046998,A2,Zeta,0.259,0.715,3,3,15443535.0
BI-C-0004681,1,BI-047008,B2,Epsilon,0.105,0.582,2,3,314751.0
BI-C-0004682,2,BI-047008,B2,Epsilon,0.105,0.582,2,3,619793.0
BI-C-0004683,1,BI-047046,B9,Epsilon,0.043,0.503,3,4,544117.0
BI-C-0004684,2,BI-047046,B9,Epsilon,0.043,0.503,3,4,1814617.0
BI-C-0004685,1,BI-047054,B8,Epsilon,0.562,0.663,1,5,2857202.0
BI-C-0004686,2,BI-047054,B8,Epsilon,0.562,0.663,1,5,2120562.0
BI-C-0004687,1,BI-047068,G6,Zeta,0.693,0.211,5,2,642173.0
BI-C-0004688,1,BI-047128,B6,Zeta,0.437,0.619,5,4,11900615.0
BI-C-0004689,1,BI-047139,B7,Zeta,0.006,0.708,2,1,3988397.0
BI-C-0004690,1,BI-047140,G8,Helionis Cluster,0.935,0.6,2,5,9593983.0
BI-C-0004691,1,BI-047141,G6,Epsilon,0.953,0.776,5,3,2389863.0
BI-C-0004692,1,BI-047151,G7,Zeta,0.324,0.296,5,2,6897369.0
BI-C-0004693,2,BI-047151,G7,Zeta,0.324,0.296,5,2,1112917.0
BI-C-0004694,1,BI-047164,B5,Zeta,0.701,0.873,4,1,601015.0
BI-C-0004695,2,BI-047164,B5,Zeta,0.701,0.873,4,1,931826.0
BI-C-0004696,3,BI-047164,B5,Zeta,0.701,0.873,4,1,2321629.0
BI-C-0004697,1,BI-047177,A5,Zeta,0.448,0.664,1,4,1695395.0
BI-C-0004698,2,BI-047177,A5,Zeta,0.448,0.664,1,4,8835964.0
BI-C-0004699,1,BI-047184,B7,Epsilon,0.931,0.318,4,2,970210.0
BI-C-0004700,1,BI-047188,B1,Helionis Cluster,0.967,0.704,4,2,2612870.0
BI-C-0004701,1,BI-047193,B1,Epsilon,0.648,0.41,4,3,683336.0
BI-C-0004702,1,BI-047201,B1,Epsilon,0.87,0.102,2,2,5058351.0
BI-C-0004703,1,BI-047204,A7,Zeta,0.049,0.878,1,2,14608974.0
BI-C-0004704,2,BI-047204,A7,Zeta,0.049,0.878,1,2,13079342.0
BI-C-0004705,1,BI-047206,B2,Zeta,0.647,0.746,5,1,2700260.0
BI-C-0004706,1,BI-047211,G1,Epsilon,0.961,0.233,3,4,1220248.0
BI-C-0004707,1,BI-047222,G5,Epsilon,0.556,0.289,2,2,982255.0
BI-C-0004708,1,BI-047241,B4,Epsilon,0.81,0.533,2,5,1955214.0
BI-C-0004709,2,BI-047241,B4,Epsilon,0.81,0.533,2,5,2020528.0
BI-C-0004710,3,BI-047241,B4,Epsilon,0.81,0.533,2,5,8901272.0
BI-C-0004711,1,BI-047250,B9,Epsilon,0.745,0.401,4,1,77605.0
BI-C-0004712,2,BI-047250,B9,Epsilon,0.745,0.401,4,1,378152.0
BI-C-0004713,3,BI-047250,B9,Epsilon,0.745,0.401,4,1,2203464.0
BI-C-0004714,1,BI-047258,A4,Epsilon,0.715,0.971,5,4,2328684.0
BI-C-0004715,1,BI-047266,A7,Epsilon,0.083,0.917,2,2,6465480.0
BI-C-0004716,1,BI-047296,G4,Epsilon,0.689,0.486,1,1,2307498.0
BI-C-0004717,1,BI-047307,A9,Epsilon,0.972,0.114,5,5,15235973.0
BI-C-0004718,1,BI-047324,B8,Zeta,0.922,0.388,5,4,2031379.0
BI-C-0004719,1,BI-047348,G2,Helionis Cluster,0.225,0.89,3,5,719260.0
BI-C-0004720,2,BI-047348,G2,Helionis Cluster,0.225,0.89,3,5,385371.0
BI-C-0004721,3,BI-047348,G2,Helionis Cluster,0.225,0.89,3,5,2349383.0
BI-C-0004722,1,BI-047354,B8,Epsilon,0.476,0.731,4,4,2185924.0
BI-C-0004723,1,BI-047361,A3,Epsilon,0.358,0.89,5,5,683963.0
BI-C-0004724,1,BI-047364,B1,Helionis Cluster,0.533,0.547,2,2,1104402.0
BI-C-0004725,1,BI-047413,B2,Helionis Cluster,0.26,0.482,1,1,2155187.0
BI-C-0004726,2,BI-047413,B2,Helionis Cluster,0.26,0.482,1,1,1709842.0
BI-C-0004727,3,BI-047413,B2,Helionis Cluster,0.26,0.482,1,1,321208.0
BI-C-0004728,1,BI-047414,B8,Zeta,0.677,0.466,4,1,746997.0
BI-C-0004729,2,BI-047414,B8,Zeta,0.677,0.466,4,1,5691675.0
BI-C-0004730,1,BI-047422,B6,Zeta,0.662,0.643,1,5,1995543.0
BI-C-0004731,1,BI-047434,B8,Zeta,0.632,0.343,5,3,7165622.0
BI-C-0004732,1,BI-047446,G2,Epsilon,0.244,0.297,5,1,1917069.0
BI-C-0004733,2,BI-047446,G2,Epsilon,0.244,0.297,5,1,4774153.0
BI-C-0004734,3,BI-047446,G2,Epsilon,0.244,0.297,5,1,1242705.0
BI-C-0004735,4,BI-047446,G2,Epsilon,0.244,0.297,5,1,1812823.0
BI-C-0004736,1,BI-047459,B3,Zeta,0.296,0.34,5,3,11606404.0
BI-C-0004737,1,BI-047465,G6,Zeta,0.532,0.319,3,5,857552.0
BI-C-0004738,2,BI-047465,G6,Zeta,0.532,0.319,3,5,3203447.0
BI-C-0004739,1,BI-047467,G2,Zeta,0.244,0.38,5,2,6993784.0
BI-C-0004740,1,BI-047479,G1,Helionis Cluster,0.582,0.834,4,5,1386954.0
BI-C-0004741,1,BI-047480,B2,Epsilon,0.109,0.722,3,3,2750596.0
BI-C-0004742,2,BI-047480,B2,Epsilon,0.109,0.722,3,3,2364867.0
BI-C-0004743,3,BI-047480,B2,Epsilon,0.109,0.722,3,3,1531004.0
BI-C-0004744,4,BI-047480,B2,Epsilon,0.109,0.722,3,3,147873.0
BI-C-0004745,1,BI-047484,B3,Epsilon,0.499,0.385,2,1,2040893.0
BI-C-0004746,1,BI-047491,G4,Zeta,0.085,0.256,5,4,2455898.0
BI-C-0004747,2,BI-047491,G4,Zeta,0.085,0.256,5,4,3023650.0
BI-C-0004748,3,BI-047491,G4,Zeta,0.085,0.256,5,4,7703590.0
BI-C-0004749,1,BI-047505,B4,Epsilon,0.711,0.735,4,1,538998.0
BI-C-0004750,2,BI-047505,B4,Epsilon,0.711,0.735,4,1,2830768.0
BI-C-0004751,1,BI-047518,G2,Zeta,0.355,0.26,2,4,195317.0
BI-C-0004752,2,BI-047518,G2,Zeta,0.355,0.26,2,4,2082319.0
BI-C-0004753,3,BI-047518,G2,Zeta,0.355,0.26,2,4,429553.0
BI-C-0004754,1,BI-047520,A6,Helionis Cluster,0.438,0.826,1,4,603830.0
BI-C-0004755,2,BI-047520,A6,Helionis Cluster,0.438,0.826,1,4,5090229.0
BI-C-0004756,3,BI-047520,A6,Helionis Cluster,0.438,0.826,1,4,11220958.0
BI-C-0004757,4,BI-047520,A6,Helionis Cluster,0.438,0.826,1,4,8590719.0
BI-C-0004758,1,BI-047544,A9,Epsilon,0.592,0.858,5,4,27307250.0
BI-C-0004759,1,BI-047556,B7,Helionis Cluster,0.053,0.328,1,3,3971503.0
BI-C-0004760,2,BI-047556,B7,Helionis Cluster,0.053,0.328,1,3,14113294.0
BI-C-0004761,3,BI-047556,B7,Helionis Cluster,0.053,0.328,1,3,7081578.0
BI-C-0004762,4,BI-047556,B7,Helionis Cluster,0.053,0.328,1,3,3384067.0
BI-C-0004763,1,BI-047571,B3,Epsilon,0.569,0.553,1,1,1017693.0
BI-C-0004764,2,BI-047571,B3,Epsilon,0.569,0.553,1,1,2628189.0
BI-C-0004765,1,BI-047572,G4,Zeta,0.606,0.583,5,1,983398.0
BI-C-0004766,2,BI-047572,G4,Zeta,0.606,0.583,5,1,525455.0
BI-C-0004767,1,BI-047579,A1,Zeta,0.877,0.228,2,5,485445.0
BI-C-0004768,1,BI-047582,G7,Epsilon,0.351,0.097,1,1,2241362.0
BI-C-0004769,1,BI-047588,B9,Zeta,0.433,0.473,4,3,296546.0
BI-C-0004770,1,BI-047594,G4,Epsilon,0.658,0.904,3,2,70203.0
BI-C-0004771,2,BI-047594,G4,Epsilon,0.658,0.904,3,2,2236415.0
BI-C-0004772,3,BI-047594,G4,Epsilon,0.658,0.904,3,2,1392687.0
BI-C-0004773,1,BI-047599,G6,Zeta,0.615,0.33,1,3,3900035.0
BI-C-0004774,2,BI-047599,G6,Zeta,0.615,0.33,1,3,7496513.0
BI-C-0004775,1,BI-047626,A8,Epsilon,0.751,0.64,3,5,2013659.0
BI-C-0004776,1,BI-047628,B6,Zeta,0.912,0.51,3,2,499974.0
BI-C-0004777,1,BI-047632,B1,Zeta,0.757,0.808,1,5,551739.0
BI-C-0004778,2,BI-047632,B1,Zeta,0.757,0.808,1,5,3948096.0
BI-C-0004779,3,BI-047632,B1,Zeta,0.757,0.808,1,5,2784106.0
BI-C-0004780,4,BI-047632,B1,Zeta,0.757,0.808,1,5,7829260.0
BI-C-0004781,1,BI-047655,B7,Helionis Cluster,0.966,0.806,3,1,871883.0
BI-C-0004782,1,BI-047681,G4,Epsilon,0.776,0.148,2,5,3937318.0
BI-C-0004783,1,BI-047684,B2,Helionis Cluster,0.658,0.614,3,5,4789196.0
BI-C-0004784,1,BI-047710,B5,Epsilon,0.071,0.748,1,1,10982701.0
BI-C-0004785,1,BI-047713,G2,Epsilon,0.472,0.597,1,2,9439724.0
BI-C-0004786,1,BI-047721,A4,Epsilon,0.698,0.351,1,3,1548430.0
BI-C-0004787,1,BI-047740,G3,Epsilon,0.229,0.244,5,4,2347250.0
BI-C-0004788,1,BI-047749,B7,Zeta,0.963,0.686,5,1,
BI-C-0004789,1,BI-047767,G2,Epsilon,0.575,0.747,1,1,1447847.0
BI-C-0004790,1,BI-047773,G1,Helionis Cluster,0.702,0.691,1,4,2473683.0
BI-C-0004791,1,BI-047781,G6,Zeta,0.626,0.67,3,1,3485968.0
BI-C-0004792,1,BI-047793,G2,Zeta,0.138,0.618,2,5,439249.0
BI-C-0004793,2,BI-047793,G2,Zeta,0.138,0.618,2,5,973961.0
BI-C-0004794,1,BI-047803,G9,Epsilon,0.962,0.192,1,3,611806.0
BI-C-0004795,1,BI-047811,A5,Epsilon,0.655,0.721,3,3,220061.0
BI-C-0004796,1,BI-047829,A1,Helionis Cluster,0.191,0.349,4,3,1081064.0
BI-C-0004797,2,BI-047829,A1,Helionis Cluster,0.191,0.349,4,3,1620533.0
BI-C-0004798,1,BI-047881,A2,Helionis Cluster,0.434,0.467,1,3,1773817.0
BI-C-0004799,2,BI-047881,A2,Helionis Cluster,0.434,0.467,1,3,5343675.0
BI-C-0004800,1,BI-047887,B9,Zeta,0.399,0.694,4,5,1647850.0
BI-C-0004801,1,BI-047888,G6,Helionis Cluster,0.066,0.161,2,4,889401.0
BI-C-0004802,1,BI-047897,A9,Zeta,0.999,0.796,4,3,3181120.0
BI-C-0004803,1,BI-047919,B8,Epsilon,0.736,0.125,5,3,3231024.0
BI-C-0004804,1,BI-047928,A1,Zeta,0.366,0.396,5,3,3502578.0
BI-C-0004805,1,BI-047930,G6,Epsilon,0.607,0.435,5,4,11057857.0
BI-C-0004806,1,BI-047940,A5,Zeta,0.412,0.951,1,1,2449984.0
BI-C-0004807,2,BI-047940,A5,Zeta,0.412,0.951,1,1,5031829.0
BI-C-0004808,1,BI-047952,A5,Helionis Cluster,0.378,0.685,5,2,9580799.0
BI-C-0004809,1,BI-047953,A3,Epsilon,0.657,0.81,5,4,2634583.0
BI-C-0004810,1,BI-047969,A2,Zeta,0.821,0.653,2,2,2432290.0
BI-C-0004811,1,BI-047974,A7,Zeta,0.167,0.457,5,2,8027162.0
BI-C-0004812,1,BI-047991,B5,Zeta,0.658,0.249,1,2,1064339.0
BI-C-0004813,1,BI-048011,B4,Epsilon,0.46,0.568,5,4,133922.0
BI-C-0004814,1,BI-048017,G9,Epsilon,0.414,0.72,4,1,15573995.0
BI-C-0004815,1,BI-048036,G8,Zeta,0.517,0.507,5,4,350066.0
BI-C-0004816,1,BI-048069,G4,Zeta,0.005,0.37,3,2,2019969.0
BI-C-0004817,1,BI-048081,B3,Epsilon,0.974,0.59,5,3,511276.0
BI-C-0004818,1,BI-048082,G7,Epsilon,0.276,0.729,3,4,2614807.0
BI-C-0004819,2,BI-048082,G7,Epsilon,0.276,0.729,3,4,1244420.0
BI-C-0004820,1,BI-048084,B9,Epsilon,0.276,0.79,5,3,5096545.0
BI-C-0004821,2,BI-048084,B9,Epsilon,0.276,0.79,5,3,1125248.0
BI-C-0004822,1,BI-048125,B2,Zeta,0.008,0.426,1,1,2492754.0
BI-C-0004823,1,BI-048135,G3,Helionis Cluster,0.031,0.762,1,2,2806920.0
BI-C-0004824,1,BI-048146,A9,Zeta,0.413,0.237,5,4,838973.0
BI-C-0004825,1,BI-048156,G5,Epsilon,0.831,0.502,4,5,4499836.0
BI-C-0004826,2,BI-048156,G5,Epsilon,0.831,0.502,4,5,678944.0
BI-C-0004827,1,BI-048161,G7,Epsilon,0.751,0.268,3,3,148087.0
BI-C-0004828,2,BI-048161,G7,Epsilon,0.751,0.268,3,3,586246.0
BI-C-0004829,1,BI-048169,G4,Epsilon,0.969,0.137,4,4,976695.0
BI-C-0004830,1,BI-048175,A3,Zeta,0.001,0.355,3,2,700149.0
BI-C-0004831,2,BI-048175,A3,Zeta,0.001,0.355,3,2,14303925.0
BI-C-0004832,1,BI-048229,B8,Zeta,0.466,0.686,4,1,661271.0
BI-C-0004833,1,BI-048247,B1,Epsilon,0.164,0.643,4,5,5240072.0
BI-C-0004834,2,BI-048247,B1,Epsilon,0.164,0.643,4,5,1850053.0
BI-C-0004835,3,BI-048247,B1,Epsilon,0.164,0.643,4,5,10817677.0
BI-C-0004836,1,BI-048248,B1,Epsilon,0.042,0.214,4,3,1107826.0
BI-C-0004837,1,BI-048262,G4,Epsilon,0.928,0.089,3,4,861383.0
BI-C-0004838,1,BI-048275,G5,Zeta,0.069,0.75,5,1,945633.0
BI-C-0004839,2,BI-048275,G5,Zeta,0.069,0.75,5,1,1314894.0
BI-C-0004840,1,BI-048284,G8,Zeta,0.706,0.317,5,5,4207793.0
BI-C-0004841,2,BI-048284,G8,Zeta,0.706,0.317,5,5,2087924.0
BI-C-0004842,3,BI-048284,G8,Zeta,0.706,0.317,5,5,1386385.0
BI-C-0004843,1,BI-048295,A8,Zeta,0.048,0.606,2,1,438360.0
BI-C-0004844,1,BI-048300,B7,Epsilon,0.979,0.477,2,5,3660785.0
BI-C-0004845,1,BI-048309,G4,Epsilon,0.448,0.705,1,1,2271641.0
BI-C-0004846,2,BI-048309,G4,Epsilon,0.448,0.705,1,1,4386326.0
BI-C-0004847,1,BI-048311,G9,Zeta,0.185,0.473,1,2,3620828.0
BI-C-0004848,1,BI-048329,G6,Helionis Cluster,0.492,0.307,1,1,8475275.0
BI-C-0004849,1,BI-048330,A2,Zeta,0.404,0.915,3,3,1943064.0
BI-C-0004850,1,BI-048332,A2,Helionis Cluster,0.514,0.621,3,2,9099023.0
BI-C-0004851,1,BI-048342,B1,Zeta,0.675,0.539,2,4,2451971.0
BI-C-0004852,2,BI-048342,B1,Zeta,0.675,0.539,2,4,1429896.0
BI-C-0004853,3,BI-048342,B1,Zeta,0.675,0.539,2,4,2126562.0
BI-C-0004854,1,BI-048363,B3,Epsilon,0.466,0.111,4,5,7227271.0
BI-C-0004855,1,BI-048404,B2,Epsilon,0.421,0.114,5,1,1975712.0
BI-C-0004856,1,BI-048406,B2,Zeta,0.239,0.152,2,4,3451489.0
BI-C-0004857,1,BI-048410,G8,Zeta,0.894,0.933,1,5,637402.0
BI-C-0004858,1,BI-048424,A8,Epsilon,0.03,0.442,2,4,1943576.0
BI-C-0004859,1,BI-048430,A8,Zeta,0.658,0.547,3,4,3372230.0
BI-C-0004860,2,BI-048430,A8,Zeta,0.658,0.547,3,4,407313.0
BI-C-0004861,1,BI-048445,B3,Epsilon,0.393,0.529,3,5,400257.0
BI-C-0004862,1,BI-048446,A3,Epsilon,0.393,0.468,1,2,1613623.0
BI-C-0004863,1,BI-048474,G3,Epsilon,0.129,0.2,4,1,1331176.0
BI-C-0004864,1,BI-048490,A8,Zeta,0.727,0.826,4,3,2464453.0
BI-C-0004865,1,BI-048507,A3,Epsilon,0.855,0.389,4,1,19604124.0
BI-C-0004866,1,BI-048513,A7,Zeta,0.073,0.918,4,1,21398076.0
BI-C-0004867,1,BI-048517,G9,Zeta,0.666,0.642,2,2,1836751.0
BI-C-0004868,2,BI-048517,G9,Zeta,0.666,0.642,2,2,235793.0
BI-C-0004869,1,BI-048525,A8,Zeta,0.846,0.284,4,3,4042604.0
BI-C-0004870,1,BI-048529,G2,Epsilon,0.403,0.513,1,1,1038612.0
BI-C-0004871,1,BI-048567,A8,Zeta,0.615,0.259,5,2,117126.0
BI-C-0004872,2,BI-048567,A8,Zeta,0.615,0.259,5,2,6616262.0
BI-C-0004873,3,BI-048567,A8,Zeta,0.615,0.259,5,2,4253975.0
BI-C-0004874,1,BI-048589,G6,Zeta,0.727,0.883,5,4,2286752.0
BI-C-0004875,2,BI-048589,G6,Zeta,0.727,0.883,5,4,3177886.0
BI-C-0004876,3,BI-048589,G6,Zeta,0.727,0.883,5,4,8225537.0
BI-C-0004877,1,BI-048643,B8,Helionis Cluster,0.405,0.425,3,5,293008.0
BI-C-0004878,2,BI-048643,B8,Helionis Cluster,0.405,0.425,3,5,1468113.0
BI-C-0004879,1,BI-048666,A9,Epsilon,0.02,0.216,1,3,3999209.0
BI-C-0004880,1,BI-048676,B5,Zeta,0.752,0.342,1,3,4932757.0
BI-C-0004881,1,BI-048686,A2,Epsilon,0.328,0.608,1,3,4171919.0
BI-C-0004882,1,BI-048691,A8,Zeta,0.168,0.236,3,4,11205658.0
BI-C-0004883,1,BI-048699,G8,Helionis Cluster,0.969,0.863,4,5,2351223.0
BI-C-0004884,1,BI-048717,B8,Epsilon,0.718,0.105,3,1,346708.0
BI-C-0004885,1,BI-048752,G7,Helionis Cluster,0.328,0.485,3,4,4510498.0
BI-C-0004886,1,BI-048762,G1,Epsilon,0.925,0.267,2,5,1925519.0
BI-C-0004887,1,BI-048773,B1,Zeta,0.969,0.744,3,4,9296182.0
BI-C-0004888,2,BI-048773,B1,Zeta,0.969,0.744,3,4,546005.0
BI-C-0004889,1,BI-048778,A6,Epsilon,0.595,0.887,4,5,2232133.0
BI-C-0004890,1,BI-048784,B5,Helionis Cluster,0.362,0.404,3,5,1557455.0
BI-C-0004891,1,BI-048800,B8,Zeta,0.93,0.452,4,4,2276961.0
BI-C-0004892,2,BI-048800,B8,Zeta,0.93,0.452,4,4,11165959.0
BI-C-0004893,1,BI-048817,B6,Epsilon,0.353,0.292,3,2,15572362.0
BI-C-0004894,1,BI-048824,B5,Zeta,0.747,0.582,4,2,1197162.0
BI-C-0004895,2,BI-048824,B5,Zeta,0.747,0.582,4,2,26720600.0
BI-C-0004896,3,BI-048824,B5,Zeta,0.747,0.582,4,2,1519836.0
BI-C-0004897,1,BI-048842,G8,Epsilon,0.894,0.759,4,1,2351618.0
BI-C-0004898,2,BI-048842,G8,Epsilon,0.894,0.759,4,1,6443145.0
BI-C-0004899,1,BI-048863,G2,Zeta,0.645,0.475,5,2,3339370.0
BI-C-0004900,1,BI-048890,B8,Epsilon,0.157,0.809,4,3,815327.0
BI-C-0004901,1,BI-048892,B6,Zeta,0.515,0.28,1,3,782036.0
BI-C-0004902,1,BI-048893,B3,Epsilon,0.247,0.487,3,4,1569063.0
BI-C-0004903,2,BI-048893,B3,Epsilon,0.247,0.487,3,4,1383903.0
BI-C-0004904,1,BI-048904,A9,Zeta,0.971,0.443,4,4,2992000.0
BI-C-0004905,1,BI-048905,G1,Epsilon,0.138,0.257,3,1,4612198.0
BI-C-0004906,2,BI-048905,G1,Epsilon,0.138,0.257,3,1,2302384.0
BI-C-0004907,3,BI-048905,G1,Epsilon,0.138,0.257,3,1,875937.0
BI-C-0004908,1,BI-048926,B2,Zeta,0.167,0.837,3,1,3896221.0
BI-C-0004909,1,BI-048928,A3,Helionis Cluster,0.902,0.272,3,4,169408.0
BI-C-0004910,2,BI-048928,A3,Helionis Cluster,0.902,0.272,3,4,349049.0
BI-C-0004911,3,BI-048928,A3,Helionis Cluster,0.902,0.272,3,4,1799960.0
BI-C-0004912,4,BI-048928,A3,Helionis Cluster,0.902,0.272,3,4,1065011.0
BI-C-0004913,1,BI-048934,A3,Epsilon,0.776,0.397,5,1,3128071.0
BI-C-0004914,1,BI-048954,B5,Epsilon,0.328,0.673,2,2,3275139.0
BI-C-0004915,1,BI-048966,B1,Zeta,0.932,0.258,5,4,6656154.0
BI-C-0004916,1,BI-048996,A1,Zeta,0.617,0.767,2,2,315106.0
BI-C-0004917,1,BI-049036,G3,Helionis Cluster,0.448,0.248,4,5,2159076.0
BI-C-0004918,1,BI-049057,G6,Helionis Cluster,0.538,0.579,2,2,1360656.0
BI-C-0004919,2,BI-049057,G6,Helionis Cluster,0.538,0.579,2,2,5313838.0
BI-C-0004920,3,BI-049057,G6,Helionis Cluster,0.538,0.579,2,2,1031471.0
BI-C-0004921,1,BI-049065,G7,Epsilon,0.623,0.565,3,2,2053472.0
BI-C-0004922,1,BI-049066,B1,Epsilon,0.231,0.794,4,4,4822383.0
BI-C-0004923,1,BI-049079,G4,Zeta,0.061,0.627,2,1,1988085.0
BI-C-0004924,1,BI-049084,B7,Zeta,0.285,0.392,4,2,3398183.0
BI-C-0004925,1,BI-049088,G9,Zeta,0.442,0.819,5,2,9634462.0
BI-C-0004926,2,BI-049088,G9,Zeta,0.442,0.819,5,2,3566401.0
BI-C-0004927,3,BI-049088,G9,Zeta,0.442,0.819,5,2,4132011.0
BI-C-0004928,1,BI-049102,A1,Epsilon,0.645,0.238,2,3,4642524.0
BI-C-0004929,1,BI-049105,G7,Helionis Cluster,0.905,0.741,1,5,5625594.0
BI-C-0004930,2,BI-049105,G7,Helionis Cluster,0.905,0.741,1,5,2410167.0
BI-C-0004931,3,BI-049105,G7,Helionis Cluster,0.905,0.741,1,5,7691608.0
BI-C-0004932,1,BI-049108,G2,Epsilon,0.661,0.359,2,5,1238540.0
BI-C-0004933,1,BI-049113,B8,Epsilon,0.336,0.497,3,4,6267949.0
BI-C-0004934,1,BI-049126,G2,Zeta,0.601,0.343,1,2,1051485.0
BI-C-0004935,2,BI-049126,G2,Zeta,0.601,0.343,1,2,4454555.0
BI-C-0004936,3,BI-049126,G2,Zeta,0.601,0.343,1,2,869452.0
BI-C-0004937,4,BI-049126,G2,Zeta,0.601,0.343,1,2,2992538.0
BI-C-0004938,1,BI-049128,G4,Helionis Cluster,0.666,0.653,3,2,12702710.0
BI-C-0004939,1,BI-049134,G1,Zeta,0.545,0.349,3,2,2073590.0
BI-C-0004940,1,BI-049168,B8,Epsilon,0.959,0.816,2,5,1140661.0
BI-C-0004941,2,BI-049168,B8,Epsilon,0.959,0.816,2,5,3418243.0
BI-C-0004942,3,BI-049168,B8,Epsilon,0.959,0.816,2,5,3416234.0
BI-C-0004943,1,BI-049176,G6,Epsilon,0.587,0.492,2,4,1388891.0
